"","workerid","noun","nounclass","slide_number","predicate2","predicate1","class2","response","class1","language"
"842",32,"desk","furniture",12,"rotten","smooth","age",0.89,"texture","English, Spanish"
"843",32,"tomato","food",13,"old","metal","age",0.06,"material","English, Spanish"
"844",32,"couch","furniture",14,"blue","small","color",0.94,"size","English, Spanish"
"845",32,"TV","furniture",15,"smooth","rotten","texture",0.06,"age","English, Spanish"
"846",32,"carrot","food",16,"red","tiny","color",0.98,"size","English, Spanish"
"847",32,"desk","furniture",17,"good","purple","quality",0.08,"color","English, Spanish"
"848",32,"chair","furniture",18,"wooden","bad","material",0.98,"quality","English, Spanish"
"849",32,"apple","food",19,"purple","plastic","color",0.05,"material","English, Spanish"
"850",32,"tomato","food",20,"big","rotten","size",0.02,"age","English, Spanish"
"851",32,"fan","furniture",21,"green","old","color",0.93,"age","English, Spanish"
"852",32,"carrot","food",22,"rotten","brown","age",0.01,"color","English, Spanish"
"853",32,"apple","food",23,"smooth","big","texture",0.96,"size","English, Spanish"
"854",32,"fan","furniture",24,"purple","fresh","color",0.95,"age","English, Spanish"
"855",32,"cheese","food",25,"rotten","blue","age",0.1,"color","English, Spanish"
"856",32,"desk","furniture",26,"rotten","blue","age",0.05,"color","English, Spanish"
"857",32,"tomato","food",27,"old","tiny","age",0.04,"size","English, Spanish"
"858",32,"couch","furniture",28,"plastic","hard","material",0.96,"texture","English, Spanish"
"859",33,"apple","food",3,"new","yellow","age",0.12,"color","English"
"860",33,"carrot","food",4,"blue","good","color",0.92,"quality","English"
"861",33,"chair","furniture",5,"purple","wooden","color",0.06,"material","English"
"862",33,"carrot","food",6,"short","green","size",0.07,"color","English"
"863",33,"apple","food",7,"purple","new","color",0.94,"age","English"
"864",33,"fan","furniture",8,"short","smooth","size",0.07,"texture","English"
"865",33,"TV","furniture",9,"hard","bad","texture",0.93,"quality","English"
"866",33,"banana","food",10,"round","tiny","shape",0.9,"size","English"
"867",33,"TV","furniture",11,"metal","soft","material",0.94,"texture","English"
"868",33,"couch","furniture",12,"new","bad","age",0.91,"quality","English"
"869",33,"fan","furniture",13,"new","tiny","age",0.92,"size","English"
"870",33,"cheese","food",14,"new","big","age",0.08,"size","English"
"871",33,"apple","food",15,"big","green","size",0.05,"color","English"
"872",33,"cheese","food",16,"square","short","shape",0.93,"size","English"
"873",33,"couch","furniture",17,"green","plastic","color",0.05,"material","English"
"874",33,"apple","food",18,"hard","bad","texture",0.05,"quality","English"
"875",33,"chair","furniture",19,"square","soft","shape",0.91,"texture","English"
"876",33,"apple","food",20,"huge","old","size",0.06,"age","English"
"877",33,"chair","furniture",21,"new","small","age",0.92,"size","English"
"878",33,"couch","furniture",22,"round","smooth","shape",0.89,"texture","English"
"879",33,"banana","food",23,"yellow","smooth","color",0.92,"texture","English"
"880",33,"banana","food",24,"purple","big","color",0.91,"size","English"
"881",33,"couch","furniture",25,"metal","new","material",0.93,"age","English"
"882",33,"chair","furniture",26,"green","huge","color",0.91,"size","English"
"883",33,"apple","food",27,"old","plastic","age",0.07,"material","English"
"884",33,"tomato","food",28,"yellow","tiny","color",0.91,"size","English"
"885",34,"banana","food",3,"wooden","good","material",0.73,"quality","English"
"886",34,"fan","furniture",4,"blue","new","color",0.76,"age","English"
"887",34,"TV","furniture",5,"bad","wooden","quality",0.12,"material","English"
"888",34,"carrot","food",6,"small","square","size",0.11,"shape","English"
"889",34,"banana","food",7,"purple","fresh","color",0.91,"age","English"
"890",34,"chair","furniture",8,"green","wooden","color",0.18,"material","English"
"891",34,"banana","food",9,"soft","purple","texture",0.21,"color","English"
"892",34,"tomato","food",10,"yellow","bad","color",0.88,"quality","English"
"893",34,"banana","food",11,"purple","rotten","color",0.86,"age","English"
"894",34,"fan","furniture",12,"hard","red","texture",0.19,"color","English"
"895",34,"desk","furniture",13,"red","rotten","color",0.91,"age","English"
"896",34,"fan","furniture",14,"square","brown","shape",0.23,"color","English"
"897",34,"fan","furniture",15,"round","tiny","shape",0.86,"size","English"
"898",34,"banana","food",16,"wooden","small","material",0.89,"size","English"
"899",34,"apple","food",17,"plastic","old","material",0.93,"age","English"
"900",34,"banana","food",18,"metal","blue","material",0.14,"color","English"
"901",34,"apple","food",19,"red","big","color",0.83,"size","English"
"902",34,"fan","furniture",20,"plastic","small","material",0.73,"size","English"
"903",34,"TV","furniture",21,"short","good","size",0.41,"quality","English"
"904",34,"tomato","food",22,"new","plastic","age",0.14,"material","English"
"905",34,"cheese","food",23,"short","smooth","size",0.46,"texture","English"
"906",34,"TV","furniture",24,"blue","huge","color",0.83,"size","English"
"907",34,"banana","food",25,"soft","short","texture",0.85,"size","English"
"908",34,"apple","food",26,"metal","bad","material",0.88,"quality","English"
"909",34,"fan","furniture",27,"blue","smooth","color",0.83,"texture","English"
"910",34,"banana","food",28,"wooden","good","material",0.84,"quality","English"
"911",35,"TV","furniture",3,"metal","tiny","material",1,"size","ENGLISH"
"912",35,"apple","food",4,"good","round","quality",1,"shape","ENGLISH"
"913",35,"TV","furniture",5,"big","wooden","size",0.03,"material","ENGLISH"
"914",35,"couch","furniture",6,"big","fresh","size",1,"age","ENGLISH"
"915",35,"apple","food",7,"square","yellow","shape",1,"color","ENGLISH"
"916",35,"desk","furniture",8,"soft","blue","texture",0.94,"color","ENGLISH"
"917",35,"chair","furniture",9,"round","metal","shape",0,"material","ENGLISH"
"918",35,"TV","furniture",10,"square","old","shape",0.03,"age","ENGLISH"
"919",35,"desk","furniture",11,"short","green","size",0,"color","ENGLISH"
"920",35,"chair","furniture",12,"blue","wooden","color",0.04,"material","ENGLISH"
"921",35,"TV","furniture",13,"smooth","green","texture",1,"color","ENGLISH"
"922",35,"tomato","food",14,"red","bad","color",1,"quality","ENGLISH"
"923",35,"chair","furniture",15,"green","tiny","color",1,"size","ENGLISH"
"924",35,"desk","furniture",16,"purple","new","color",0.98,"age","ENGLISH"
"925",35,"carrot","food",17,"purple","bad","color",0.93,"quality","ENGLISH"
"926",35,"fan","furniture",18,"blue","long","color",1,"size","ENGLISH"
"927",35,"apple","food",19,"red","soft","color",0.99,"texture","ENGLISH"
"928",35,"carrot","food",20,"square","yellow","shape",0.96,"color","ENGLISH"
"929",35,"carrot","food",21,"round","hard","shape",0.99,"texture","ENGLISH"
"930",35,"fan","furniture",22,"old","smooth","age",0.06,"texture","ENGLISH"
"931",35,"banana","food",23,"round","yellow","shape",0.99,"color","ENGLISH"
"932",35,"couch","furniture",24,"round","rotten","shape",0.07,"age","ENGLISH"
"933",35,"couch","furniture",25,"fresh","round","age",1,"shape","ENGLISH"
"934",35,"couch","furniture",26,"bad","round","quality",1,"shape","ENGLISH"
"935",35,"banana","food",27,"brown","hard","color",0.1,"texture","ENGLISH"
"936",35,"TV","furniture",28,"bad","old","quality",0.06,"age","ENGLISH"
"937",36,"tomato","food",3,"green","metal","color",0.97,"material","English"
"938",36,"apple","food",4,"smooth","brown","texture",0.04,"color","English"
"939",36,"carrot","food",5,"rotten","huge","age",0.98,"size","English"
"940",36,"desk","furniture",6,"big","red","size",0.01,"color","English"
"941",36,"couch","furniture",7,"tiny","fresh","size",0.02,"age","English"
"942",36,"carrot","food",8,"metal","big","material",0.98,"size","English"
"943",36,"fan","furniture",9,"brown","metal","color",0.01,"material","English"
"944",36,"fan","furniture",10,"big","yellow","size",0.02,"color","English"
"945",36,"fan","furniture",11,"big","soft","size",0.01,"texture","English"
"946",36,"apple","food",12,"long","green","size",0.02,"color","English"
"947",36,"desk","furniture",13,"big","square","size",0.01,"shape","English"
"948",36,"couch","furniture",14,"hard","yellow","texture",0.02,"color","English"
"949",36,"fan","furniture",15,"small","old","size",0.98,"age","English"
"950",36,"TV","furniture",16,"green","square","color",0.98,"shape","English"
"951",36,"cheese","food",17,"small","fresh","size",0.02,"age","English"
"952",36,"chair","furniture",18,"big","new","size",0.02,"age","English"
"953",36,"fan","furniture",19,"hard","long","texture",0.99,"size","English"
"954",36,"apple","food",20,"wooden","bad","material",0.98,"quality","English"
"955",36,"chair","furniture",21,"hard","huge","texture",0.98,"size","English"
"956",36,"carrot","food",22,"blue","long","color",0.98,"size","English"
"957",36,"desk","furniture",23,"bad","small","quality",0.98,"size","English"
"958",36,"banana","food",24,"huge","green","size",0.01,"color","English"
"959",36,"chair","furniture",25,"smooth","big","texture",1,"size","English"
"960",36,"apple","food",26,"huge","rotten","size",0.01,"age","English"
"961",36,"banana","food",27,"square","wooden","shape",0.01,"material","English"
"962",36,"cheese","food",28,"short","red","size",0.02,"color","English"
"963",37,"tomato","food",3,"round","red","shape",0.41,"color","english"
"964",37,"apple","food",4,"short","plastic","size",0.2,"material","english"
"965",37,"desk","furniture",5,"hard","big","texture",0.59,"size","english"
"966",37,"tomato","food",6,"new","tiny","age",0.5,"size","english"
"967",37,"fan","furniture",7,"rotten","good","age",0.33,"quality","english"
"968",37,"apple","food",8,"smooth","brown","texture",0.12,"color","english"
"969",37,"couch","furniture",9,"hard","square","texture",0.11,"shape","english"
"970",37,"chair","furniture",10,"hard","bad","texture",0.22,"quality","english"
"971",37,"desk","furniture",11,"big","good","size",0.56,"quality","english"
"972",37,"TV","furniture",12,"red","tiny","color",0.84,"size","english"
"973",37,"tomato","food",13,"smooth","plastic","texture",0.27,"material","english"
"974",37,"TV","furniture",14,"short","purple","size",0.16,"color","english"
"975",37,"cheese","food",15,"fresh","smooth","age",0.48,"texture","english"
"976",37,"TV","furniture",16,"blue","old","color",0.9,"age","english"
"977",37,"TV","furniture",17,"new","small","age",0.84,"size","english"
"978",37,"desk","furniture",18,"brown","big","color",0.72,"size","english"
"979",37,"tomato","food",19,"tiny","new","size",0.27,"age","english"
"980",37,"fan","furniture",20,"tiny","yellow","size",0.22,"color","english"
"981",37,"banana","food",21,"round","rotten","shape",0.61,"age","english"
"982",37,"tomato","food",22,"rotten","purple","age",0.29,"color","english"
"983",37,"apple","food",23,"good","hard","quality",0.18,"texture","english"
"984",37,"TV","furniture",24,"hard","red","texture",0.28,"color","english"
"985",37,"apple","food",25,"blue","big","color",0.68,"size","english"
"986",37,"fan","furniture",26,"huge","metal","size",0.13,"material","english"
"987",37,"tomato","food",27,"new","hard","age",0.34,"texture","english"
"988",37,"TV","furniture",28,"green","round","color",0.71,"shape","english"
"989",38,"desk","furniture",3,"old","square","age",0.07,"shape","english"
"990",38,"TV","furniture",4,"good","big","quality",0.15,"size","english"
"991",38,"apple","food",5,"huge","plastic","size",0.26,"material","english"
"992",38,"carrot","food",6,"bad","round","quality",0.75,"shape","english"
"993",38,"TV","furniture",7,"red","smooth","color",0.84,"texture","english"
"994",38,"tomato","food",8,"long","green","size",0.16,"color","english"
"995",38,"cheese","food",9,"brown","rotten","color",0.89,"age","english"
"996",38,"tomato","food",10,"tiny","purple","size",0.16,"color","english"
"997",38,"apple","food",11,"short","blue","size",0.1,"color","english"
"998",38,"desk","furniture",12,"soft","small","texture",0.91,"size","english"
"999",38,"chair","furniture",13,"old","round","age",0.12,"shape","english"
"1000",38,"carrot","food",14,"new","soft","age",0.98,"texture","english"
"1001",38,"desk","furniture",15,"brown","old","color",0.82,"age","english"
"1002",38,"fan","furniture",16,"rotten","square","age",0.12,"shape","english"
"1003",38,"desk","furniture",17,"brown","long","color",0.91,"size","english"
"1004",38,"TV","furniture",18,"good","round","quality",0.04,"shape","english"
"1005",38,"fan","furniture",19,"green","square","color",0.12,"shape","english"
"1006",38,"banana","food",20,"round","long","shape",0.9,"size","english"
"1007",38,"tomato","food",21,"short","plastic","size",0.2,"material","english"
"1008",38,"tomato","food",22,"brown","soft","color",0.86,"texture","english"
"1009",38,"chair","furniture",23,"new","green","age",0.12,"color","english"
"1010",38,"chair","furniture",24,"blue","round","color",0.87,"shape","english"
"1011",38,"banana","food",25,"good","brown","quality",0.16,"color","english"
"1012",38,"desk","furniture",26,"good","short","quality",0.72,"size","english"
"1013",38,"apple","food",27,"blue","soft","color",0.83,"texture","english"
"1014",38,"carrot","food",28,"green","smooth","color",0.93,"texture","english"
"1015",39,"apple","food",3,"square","bad","shape",1,"quality","DUTCH, ENGLISH"
"1016",39,"apple","food",4,"long","good","size",1,"quality","DUTCH, ENGLISH"
"1017",39,"chair","furniture",5,"green","fresh","color",0.99,"age","DUTCH, ENGLISH"
"1018",39,"cheese","food",6,"bad","brown","quality",0.03,"color","DUTCH, ENGLISH"
"1019",39,"tomato","food",7,"big","good","size",0.03,"quality","DUTCH, ENGLISH"
"1020",39,"tomato","food",8,"round","good","shape",0.99,"quality","DUTCH, ENGLISH"
"1021",39,"tomato","food",9,"soft","huge","texture",0.99,"size","DUTCH, ENGLISH"
"1022",39,"carrot","food",10,"wooden","round","material",0.96,"shape","DUTCH, ENGLISH"
"1023",39,"carrot","food",11,"old","good","age",0.96,"quality","DUTCH, ENGLISH"
"1024",39,"carrot","food",12,"yellow","hard","color",0.94,"texture","DUTCH, ENGLISH"
"1025",39,"couch","furniture",13,"yellow","bad","color",0.95,"quality","DUTCH, ENGLISH"
"1026",39,"TV","furniture",14,"soft","short","texture",0.97,"size","DUTCH, ENGLISH"
"1027",39,"TV","furniture",15,"new","small","age",0.97,"size","DUTCH, ENGLISH"
"1028",39,"banana","food",16,"hard","fresh","texture",1,"age","DUTCH, ENGLISH"
"1029",39,"apple","food",17,"long","round","size",1,"shape","DUTCH, ENGLISH"
"1030",39,"cheese","food",18,"rotten","green","age",0.05,"color","DUTCH, ENGLISH"
"1031",39,"chair","furniture",19,"old","green","age",0.04,"color","DUTCH, ENGLISH"
"1032",39,"couch","furniture",20,"blue","huge","color",0.97,"size","DUTCH, ENGLISH"
"1033",39,"chair","furniture",21,"rotten","round","age",0.98,"shape","DUTCH, ENGLISH"
"1034",39,"couch","furniture",22,"metal","brown","material",0.01,"color","DUTCH, ENGLISH"
"1035",39,"desk","furniture",23,"metal","bad","material",0.98,"quality","DUTCH, ENGLISH"
"1036",39,"apple","food",24,"round","hard","shape",0.97,"texture","DUTCH, ENGLISH"
"1037",39,"carrot","food",25,"plastic","fresh","material",0.97,"age","DUTCH, ENGLISH"
"1038",39,"fan","furniture",26,"old","good","age",0.97,"quality","DUTCH, ENGLISH"
"1039",39,"TV","furniture",27,"soft","red","texture",0.03,"color","DUTCH, ENGLISH"
"1040",39,"tomato","food",28,"bad","soft","quality",0.94,"texture","DUTCH, ENGLISH"
"1041",40,"cheese","food",3,"hard","purple","texture",1,"color","Spanish"
"1042",40,"tomato","food",4,"metal","soft","material",1,"texture","Spanish"
"1043",40,"apple","food",5,"big","wooden","size",0,"material","Spanish"
"1044",40,"banana","food",6,"old","blue","age",0.17,"color","Spanish"
"1045",40,"desk","furniture",7,"soft","brown","texture",0.14,"color","Spanish"
"1046",40,"banana","food",8,"big","purple","size",0,"color","Spanish"
"1047",40,"banana","food",9,"square","wooden","shape",0.46,"material","Spanish"
"1048",40,"desk","furniture",10,"square","new","shape",1,"age","Spanish"
"1049",40,"cheese","food",11,"bad","new","quality",0.58,"age","Spanish"
"1050",40,"chair","furniture",12,"long","smooth","size",0.9,"texture","Spanish"
"1051",40,"fan","furniture",13,"bad","small","quality",0.9,"size","Spanish"
"1052",40,"cheese","food",14,"fresh","tiny","age",0.81,"size","Spanish"
"1053",40,"tomato","food",15,"big","fresh","size",0.71,"age","Spanish"
"1054",40,"chair","furniture",16,"rotten","square","age",0.47,"shape","Spanish"
"1055",40,"fan","furniture",17,"red","rotten","color",0.58,"age","Spanish"
"1056",40,"cheese","food",18,"brown","new","color",0.72,"age","Spanish"
"1057",40,"carrot","food",19,"rotten","huge","age",0.83,"size","Spanish"
"1058",40,"tomato","food",20,"metal","brown","material",0.52,"color","Spanish"
"1059",40,"chair","furniture",21,"rotten","long","age",0.45,"size","Spanish"
"1060",40,"carrot","food",22,"fresh","good","age",0.71,"quality","Spanish"
"1061",40,"banana","food",23,"green","rotten","color",0.35,"age","Spanish"
"1062",40,"banana","food",24,"bad","square","quality",0.65,"shape","Spanish"
"1063",40,"cheese","food",25,"wooden","yellow","material",0.57,"color","Spanish"
"1064",40,"tomato","food",26,"plastic","red","material",0.39,"color","Spanish"
"1065",40,"banana","food",27,"blue","bad","color",0.7,"quality","Spanish"
"1066",40,"fan","furniture",28,"square","yellow","shape",0.58,"color","Spanish"
"1067",41,"fan","furniture",3,"huge","metal","size",0.02,"material","English"
"1068",41,"couch","furniture",4,"wooden","smooth","material",0.99,"texture","English"
"1069",41,"apple","food",5,"hard","small","texture",0.02,"size","English"
"1070",41,"carrot","food",6,"hard","brown","texture",0,"color","English"
"1071",41,"couch","furniture",7,"hard","square","texture",0.98,"shape","English"
"1072",41,"couch","furniture",8,"short","rotten","size",0.03,"age","English"
"1073",41,"desk","furniture",9,"blue","square","color",0.49,"shape","English"
"1074",41,"tomato","food",10,"smooth","fresh","texture",0.38,"age","English"
"1075",41,"couch","furniture",11,"round","bad","shape",0.03,"quality","English"
"1076",41,"TV","furniture",12,"soft","new","texture",0.44,"age","English"
"1077",41,"carrot","food",13,"bad","fresh","quality",0.46,"age","English"
"1078",41,"apple","food",14,"new","square","age",0.03,"shape","English"
"1079",41,"desk","furniture",15,"round","short","shape",0.05,"size","English"
"1080",41,"cheese","food",16,"smooth","plastic","texture",0.51,"material","English"
"1081",41,"tomato","food",17,"soft","blue","texture",0.47,"color","English"
"1082",41,"desk","furniture",18,"brown","bad","color",0.47,"quality","English"
"1083",41,"TV","furniture",19,"hard","red","texture",0.98,"color","English"
"1084",41,"TV","furniture",20,"square","rotten","shape",0.02,"age","English"
"1085",41,"tomato","food",21,"big","yellow","size",0.57,"color","English"
"1086",41,"TV","furniture",22,"green","square","color",0.33,"shape","English"
"1087",41,"tomato","food",23,"hard","square","texture",0.06,"shape","English"
"1088",41,"fan","furniture",24,"blue","wooden","color",0.03,"material","English"
"1089",41,"carrot","food",25,"big","round","size",0.04,"shape","English"
"1090",41,"chair","furniture",26,"new","brown","age",0.04,"color","English"
"1091",41,"TV","furniture",27,"hard","square","texture",0.96,"shape","English"
"1092",41,"tomato","food",28,"red","rotten","color",0.47,"age","English"
"1093",42,"cheese","food",3,"bad","brown","quality",0,"color","English"
"1094",42,"carrot","food",4,"rotten","soft","age",1,"texture","English"
"1095",42,"chair","furniture",5,"bad","new","quality",1,"age","English"
"1096",42,"TV","furniture",6,"huge","square","size",0,"shape","English"
"1097",42,"fan","furniture",7,"good","soft","quality",0,"texture","English"
"1098",42,"apple","food",8,"yellow","hard","color",1,"texture","English"
"1099",42,"cheese","food",9,"huge","blue","size",0,"color","English"
"1100",42,"apple","food",10,"fresh","purple","age",0,"color","English"
"1101",42,"desk","furniture",11,"smooth","big","texture",1,"size","English"
"1102",42,"TV","furniture",12,"plastic","yellow","material",0.97,"color","English"
"1103",42,"tomato","food",13,"brown","small","color",0.98,"size","English"
"1104",42,"TV","furniture",14,"rotten","big","age",1,"size","English"
"1105",42,"desk","furniture",15,"big","hard","size",0,"texture","English"
"1106",42,"chair","furniture",16,"bad","small","quality",1,"size","English"
"1107",42,"desk","furniture",17,"rotten","metal","age",0,"material","English"
"1108",42,"couch","furniture",18,"long","yellow","size",0,"color","English"
"1109",42,"desk","furniture",19,"fresh","plastic","age",0,"material","English"
"1110",42,"banana","food",20,"small","brown","size",0,"color","English"
"1111",42,"apple","food",21,"round","small","shape",1,"size","English"
"1112",42,"banana","food",22,"huge","smooth","size",0.97,"texture","English"
"1113",42,"couch","furniture",23,"good","blue","quality",0,"color","English"
"1114",42,"cheese","food",24,"short","plastic","size",0,"material","English"
"1115",42,"tomato","food",25,"soft","short","texture",0.96,"size","English"
"1116",42,"cheese","food",26,"yellow","square","color",0.95,"shape","English"
"1117",42,"apple","food",27,"smooth","purple","texture",0,"color","English"
"1118",42,"cheese","food",28,"rotten","tiny","age",0.99,"size","English"
"1119",43,"apple","food",3,"yellow","wooden","color",0.14,"material","Spanish"
"1120",43,"couch","furniture",4,"good","long","quality",0.14,"size","Spanish"
"1121",43,"fan","furniture",5,"long","metal","size",0.06,"material","Spanish"
"1122",43,"fan","furniture",6,"big","old","size",0.89,"age","Spanish"
"1123",43,"apple","food",7,"big","new","size",0.11,"age","Spanish"
"1124",43,"tomato","food",8,"good","short","quality",0.29,"size","Spanish"
"1125",43,"fan","furniture",9,"square","hard","shape",0.79,"texture","Spanish"
"1126",43,"desk","furniture",10,"round","hard","shape",0.94,"texture","Spanish"
"1127",43,"tomato","food",11,"rotten","soft","age",0.85,"texture","Spanish"
"1128",43,"carrot","food",12,"square","new","shape",0.46,"age","Spanish"
"1129",43,"couch","furniture",13,"plastic","tiny","material",0.89,"size","Spanish"
"1130",43,"fan","furniture",14,"wooden","big","material",0.92,"size","Spanish"
"1131",43,"chair","furniture",15,"good","soft","quality",0.09,"texture","Spanish"
"1132",43,"carrot","food",16,"hard","metal","texture",0.85,"material","Spanish"
"1133",43,"tomato","food",17,"short","red","size",0.14,"color","Spanish"
"1134",43,"banana","food",18,"round","soft","shape",0.92,"texture","Spanish"
"1135",43,"TV","furniture",19,"old","round","age",0.04,"shape","Spanish"
"1136",43,"banana","food",20,"purple","round","color",0.92,"shape","Spanish"
"1137",43,"cheese","food",21,"bad","green","quality",0.01,"color","Spanish"
"1138",43,"carrot","food",22,"small","round","size",0.05,"shape","Spanish"
"1139",43,"banana","food",23,"purple","good","color",0.46,"quality","Spanish"
"1140",43,"cheese","food",24,"square","huge","shape",0.91,"size","Spanish"
"1141",43,"apple","food",25,"hard","red","texture",0.02,"color","Spanish"
"1142",43,"apple","food",26,"purple","round","color",0.79,"shape","Spanish"
"1143",43,"apple","food",27,"good","rotten","quality",0.5,"age","Spanish"
"1144",43,"cheese","food",28,"new","tiny","age",0.82,"size","Spanish"
"1145",44,"tomato","food",3,"new","brown","age",0,"color","English"
"1146",44,"fan","furniture",4,"plastic","hard","material",1,"texture","English"
"1147",44,"chair","furniture",5,"plastic","good","material",1,"quality","English"
"1148",44,"tomato","food",6,"hard","metal","texture",0,"material","English"
"1149",44,"couch","furniture",7,"green","smooth","color",1,"texture","English"
"1150",44,"cheese","food",8,"round","tiny","shape",1,"size","English"
"1151",44,"desk","furniture",9,"big","brown","size",0.04,"color","English"
"1152",44,"fan","furniture",10,"big","blue","size",0.04,"color","English"
"1153",44,"couch","furniture",11,"big","smooth","size",0.02,"texture","English"
"1154",44,"banana","food",12,"round","smooth","shape",0.01,"texture","English"
"1155",44,"fan","furniture",13,"bad","tiny","quality",0.97,"size","English"
"1156",44,"carrot","food",14,"fresh","purple","age",0.05,"color","English"
"1157",44,"carrot","food",15,"round","rotten","shape",0.97,"age","English"
"1158",44,"tomato","food",16,"brown","metal","color",0.03,"material","English"
"1159",44,"TV","furniture",17,"red","square","color",0.3,"shape","English"
"1160",44,"tomato","food",18,"smooth","plastic","texture",0.23,"material","English"
"1161",44,"carrot","food",19,"short","new","size",0.79,"age","English"
"1162",44,"cheese","food",20,"small","green","size",0.08,"color","English"
"1163",44,"desk","furniture",21,"fresh","green","age",0.06,"color","English"
"1164",44,"tomato","food",22,"bad","square","quality",0.06,"shape","English"
"1165",44,"carrot","food",23,"green","big","color",0.94,"size","English"
"1166",44,"carrot","food",24,"rotten","green","age",0.04,"color","English"
"1167",44,"chair","furniture",25,"huge","rotten","size",0.05,"age","English"
"1168",44,"fan","furniture",26,"hard","long","texture",0.99,"size","English"
"1169",44,"tomato","food",27,"red","bad","color",0.98,"quality","English"
"1170",44,"cheese","food",28,"metal","smooth","material",0.97,"texture","English"
"1171",45,"desk","furniture",3,"purple","smooth","color",1,"texture","English"
"1172",45,"fan","furniture",4,"old","blue","age",0,"color","English"
"1173",45,"desk","furniture",5,"green","bad","color",1,"quality","English"
"1174",45,"couch","furniture",6,"new","yellow","age",0,"color","English"
"1175",45,"fan","furniture",7,"soft","new","texture",0,"age","English"
"1176",45,"apple","food",8,"small","blue","size",0,"color","English"
"1177",45,"banana","food",9,"red","soft","color",1,"texture","English"
"1178",45,"TV","furniture",10,"square","green","shape",0,"color","English"
"1179",45,"carrot","food",11,"smooth","square","texture",0,"shape","English"
"1180",45,"couch","furniture",12,"red","new","color",1,"age","English"
"1181",45,"cheese","food",13,"brown","huge","color",1,"size","English"
"1182",45,"desk","furniture",14,"metal","smooth","material",1,"texture","English"
"1183",45,"tomato","food",15,"green","long","color",1,"size","English"
"1184",45,"desk","furniture",16,"purple","metal","color",0,"material","English"
"1185",45,"desk","furniture",17,"smooth","short","texture",1,"size","English"
"1186",45,"fan","furniture",18,"metal","rotten","material",1,"age","English"
"1187",45,"cheese","food",19,"metal","good","material",1,"quality","English"
"1188",45,"apple","food",20,"good","huge","quality",0,"size","English"
"1189",45,"apple","food",21,"blue","soft","color",1,"texture","English"
"1190",45,"carrot","food",22,"rotten","green","age",0,"color","English"
"1191",45,"fan","furniture",23,"red","bad","color",1,"quality","English"
"1192",45,"cheese","food",24,"square","soft","shape",1,"texture","English"
"1193",45,"chair","furniture",25,"old","tiny","age",1,"size","English"
"1194",45,"tomato","food",26,"tiny","smooth","size",0,"texture","English"
"1195",45,"apple","food",27,"green","fresh","color",1,"age","English"
"1196",45,"desk","furniture",28,"blue","new","color",1,"age","English"
"1197",46,"couch","furniture",3,"round","purple","shape",1,"color","English"
"1198",46,"tomato","food",4,"bad","old","quality",1,"age","English"
"1199",46,"couch","furniture",5,"fresh","round","age",0,"shape","English"
"1200",46,"tomato","food",6,"bad","purple","quality",0,"color","English"
"1201",46,"carrot","food",7,"rotten","round","age",1,"shape","English"
"1202",46,"couch","furniture",8,"small","fresh","size",1,"age","English"
"1203",46,"TV","furniture",9,"tiny","soft","size",1,"texture","English"
"1204",46,"fan","furniture",10,"tiny","smooth","size",0,"texture","English"
"1205",46,"apple","food",11,"hard","green","texture",0,"color","English"
"1206",46,"cheese","food",12,"good","purple","quality",0,"color","English"
"1207",46,"cheese","food",13,"blue","smooth","color",1,"texture","English"
"1208",46,"tomato","food",14,"good","soft","quality",1,"texture","English"
"1209",46,"apple","food",15,"round","short","shape",0,"size","English"
"1210",46,"TV","furniture",16,"smooth","metal","texture",0,"material","English"
"1211",46,"carrot","food",17,"square","rotten","shape",0.02,"age","English"
"1212",46,"cheese","food",18,"new","short","age",1,"size","English"
"1213",46,"cheese","food",19,"long","green","size",0,"color","English"
"1214",46,"tomato","food",20,"new","blue","age",0,"color","English"
"1215",46,"cheese","food",21,"purple","wooden","color",1,"material","English"
"1216",46,"chair","furniture",22,"good","new","quality",0,"age","English"
"1217",46,"TV","furniture",23,"tiny","round","size",1,"shape","English"
"1218",46,"TV","furniture",24,"big","rotten","size",1,"age","English"
"1219",46,"cheese","food",25,"soft","long","texture",1,"size","English"
"1220",46,"tomato","food",26,"yellow","square","color",1,"shape","English"
"1221",46,"apple","food",27,"yellow","square","color",0,"shape","English"
"1222",46,"chair","furniture",28,"red","plastic","color",1,"material","English"
"1223",47,"chair","furniture",3,"wooden","soft","material",0.96,"texture","English"
"1224",47,"TV","furniture",4,"long","yellow","size",0.02,"color","English"
"1225",47,"tomato","food",5,"plastic","red","material",0.97,"color","English"
"1226",47,"banana","food",6,"green","square","color",0.97,"shape","English"
"1227",47,"cheese","food",7,"red","good","color",0.98,"quality","English"
"1228",47,"carrot","food",8,"hard","bad","texture",0.97,"quality","English"
"1229",47,"fan","furniture",9,"small","new","size",0.96,"age","English"
"1230",47,"apple","food",10,"soft","bad","texture",0.02,"quality","English"
"1231",47,"carrot","food",11,"long","old","size",0.96,"age","English"
"1232",47,"cheese","food",12,"round","good","shape",1,"quality","English"
"1233",47,"carrot","food",13,"red","metal","color",0.02,"material","English"
"1234",47,"desk","furniture",14,"wooden","square","material",0.96,"shape","English"
"1235",47,"tomato","food",15,"purple","rotten","color",0.53,"age","English"
"1236",47,"carrot","food",16,"smooth","round","texture",0.01,"shape","English"
